"DEALER_CODE","PARENT_DEALER_CODE","P3_FIRM_NAME_FINAL","BROKER_DEALER","OPPORTUNITY_TYPE","OPPORTUNITY_NAME","INSIGHT_ORDER","INSIGHTS","AS_OF_DATE"
"0671","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",1,"Franklin Templeton has 5 models available as taxable and tax-aware options.",20200331
"0671","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",2,"Sales professionals may choose to highlight that the FTMAS models offer an easy transition for advisors moving away from brokerage. The model portfolios are comprised of funds and ETFs managed by Franklin Templeton and third-party investment managers.",20200331
"0671","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",3,"A significate portion of business is being done in the CIO models.",20200331
"0701","0343 All","CETERA","Cetera","Models","Envestnet - Franklin Templeton / PMC Active Passive Portfolios",1,"We are seeing adoption of Envestnet models generally at the firm, and there are now over $450 billion managed on the Envestnet platform (across all subscribers).",20200331
"0701","0343 All","CETERA","Cetera","Models","Envestnet - Franklin Templeton / PMC Active Passive Portfolios",2,"The Envestnet - Franklin Templeton / PMC Active Passive Portfolios offer an ability to earn sizeable sales share as part of a single sale for advisors seeking to leverage a third-party model.",20200331
"0701","0343 All","CETERA","Cetera","Mutual Fund","Franklin Income",1,"We are seeing high levels of fund-specific greenspace and the fund is included within the Research Select List recommended list.",20200331
"0701","0343 All","CETERA","Cetera","Mutual Fund","Franklin Income",2,"The fund is available for sale on the open architecture platforms (PRIME and PAM).",20200331
"0701","0343 All","CETERA","Cetera","Mutual Fund","Templeton Global Bond",1,"We are seeing high levels of fund-specific greenspace and inclusion within the Research Select List recommended list.",20200331
"0701","0343 All","CETERA","Cetera","Mutual Fund","Templeton Global Bond",2,"The Global Bond Fund in the top pick in its category at Cetera.",20200331
"0701","0343 All","CETERA","Cetera","Mutual Fund","Templeton Global Bond",3,"The fund is available for sale on the open architecture platforms (MWA, PRIME and PAM), and is included in several of the PMC Portfolio models.",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Asset Class Capability","Templeton Global Macro Mutual Funds",1,"We are seeing both high levels of fund-specific greenspace for Templeton Global Bond and Templeton Global Total Return. The Templeton Global Bond Fund is included within the Highly Recommended List and both funds are also available for sale on the Ambassador & Passport platforms at Raymond James which are each open architecture.",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Asset Class Capability","Templeton Global Macro Mutual Funds",2,"Based on the Raymond James Investment Strategy publication, dated January 2019, ""Following the best year for US equities since 2013, investors need to see the bigger picture. The macroeconomic backdrop remains supportive with muted risk of a recession, easing financial conditions, and lower interest rates. 2019 performance was largely driven by P/E expansion, but 2020 should renew the emphasis on earnings growth, which we forecast at 5%-6%.""",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Asset Class Capability","Templeton Global Macro Mutual Funds",3,"The firm also states ""In 2020, we expect the trade war to simmer, the slump in US and global manufacturing to improve, the global macro to benefit from central bank policy actions over the past year or so, while corporate profits will re-accelerate to the upside"".",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","ETFs","Approved ETFs",1,"We are seeing high-levels of sales volume to ETFs (generally) at Raymond James.",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","ETFs","Approved ETFs",2,"We have several (twelve) funds research covered, across the active, smart beta, and passive product lines with product availability (for those twelve funds) within the Ambassador and Passport platforms.",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Mutual Fund","Franklin Income",1,"We are seeing both high levels of fund-specific greenspace and fund sales momentum.  The fund is included within the Highly Recommended List and is included within the Freedom models. The Ambassador & Passport platforms at Raymond James are each open architecture and the fund is available for sale.",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Mutual Fund","Franklin Income",2,"Based on the Raymond James Investment Strategy publication, dated January 2020, ""Our preference for US equities over international equities was a relatively easy choice over the past several years. However this year, the line between the two is beginning to blur. A possible bottoming in Europe’s economic data, attractive valuations on a relative basis, an acceleration in earnings growth, and the possibility of substantial fiscal stimulus packages (especially in Germany) have the potential to propel international equities moving forward"".",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Mutual Fund","Franklin Income",3,"The firm also states that ""Due to more moderate US growth, muted inflation, international demand, and favorable demographics, we do not expect the 10-year Treasury yield to move significantly over the next twelve months (year-end target: 1.75%). While credit market spreads will widen slightly, we do not think this will negate the positive performance of our favored sectors—investment grade and emerging market bonds.”",20200331
"0725","03546 All","RAYMOND JAMES","Raymond James","Mutual Fund","Franklin Income",4,"The fund asset allocation is roughly half fixed income, one third equity, one seventh convertibles, and little cash exposure.  The duration exposure is overweight to the short-end of the curve and underweight to the long-end of the curve, and has significant exposure to non-investment grade credit.",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Municipal Bond Mutual Funds",1,"On the advisory side, we are seeing flow dominated by the municipal bond funds included within the Mutual Fund Advisory Portfolio platform.",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Municipal Bond Mutual Funds",2,"This includes federal exposure, and state-specific funds: California, New Jersey, and New York.",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",1,"We are seeing both high levels of fund-specific greenspace and fund sales momentum.",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",2,"Based on the Portfolio Insights, Global Asset Allocation Views dated 1Q 2020 the firm stated that , ""Stocks have outperformed both economic growth and earnings growth in 2019. We expect risk assets to have upside in 2020, but returns may  be more moderate"".",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",3,"Additionally they noted ""Within equities we expect the U.S. to lead, and see the outlook for emerging markets (EM) improving. In credit we prefer to remain in higher quality sectors and in bonds we favor U.S. Treasuries over UK Gilts. Renewed trade tension is still a risk, but as odds of recession have declined, conviction in our base case of a moderate acceleration has increased"".",20200331
"08014","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",4,"Most of our business at the firm is brokerage, that is our greatest opportunity to grow sales at the firm in the near-term.  Already a strong seller with plenty of green-space left to convert, this remains a top sales growth opportunity.",20200331
"08014","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",1,"We are seeing high levels of fund-specific greenspace.",20200331
"08014","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",2,"Based on the Portfolio Insights, Global Asset Allocation Views dated 1Q 2019 the firm stated that , ""We prefer to add a unit of risk to stocks rather than credit, since we believe that a further rally in yields — especially in high yield (HY) bonds — is constrained by low riskless rates. Nevertheless, in a modest recovery credit offers reasonable carry, so we stay neutral on the asset class. Finally, we maintain a small OW to USD cash"".",20200331
"08014","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",3,"Additionally they noted ""As economic data rebound, we expect the rally in stocks to continue and for bond yields to increase. We upgrade equities to a small overweight (OW) and downgrade duration to an underweight (UW). We maintain our neutral view on credit and keep a small OW on USD denominated cash"".",20200331
"08014","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",4,"Most of our business at the firm is brokerage, that is our greatest opportunity to grow sales at the firm in the near-term, and the fund has been our top seller.  With plenty of green-space left to convert, this remains a top sales growth opportunity.",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Municipal Bond Mutual Funds",1,"On the advisory side, we are seeing flow dominated by the municipal bond funds included within the Mutual Fund Advisory Portfolio platform.",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Municipal Bond Mutual Funds",2,"This includes federal exposure, and state-specific funds: California, New Jersey, and New York.",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",1,"We are seeing both high levels of fund-specific greenspace and fund sales momentum.",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",2,"Based on the Portfolio Insights, Global Asset Allocation Views dated 1Q 2020 the firm stated that , ""Stocks have outperformed both economic growth and earnings growth in 2019. We expect risk assets to have upside in 2020, but returns may  be more moderate"".",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",3,"Additionally they noted ""Within equities we expect the U.S. to lead, and see the outlook for emerging markets (EM) improving. In credit we prefer to remain in higher quality sectors and in bonds we favor U.S. Treasuries over UK Gilts. Renewed trade tension is still a risk, but as odds of recession have declined, conviction in our base case of a moderate acceleration has increased"".",20200331
"08796","08796","JP MORGAN","JP Morgan","Asset Class Capability","Templeton Global Macro Mutual Funds",4,"Most of our business at the firm is brokerage, that is our greatest opportunity to grow sales at the firm in the near-term.  Already a strong seller with plenty of green-space left to convert, this remains a top sales growth opportunity.",20200331
"08796","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",1,"We are seeing high levels of fund-specific greenspace.",20200331
"08796","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",2,"Based on the Portfolio Insights, Global Asset Allocation Views dated 1Q 2019 the firm stated that , ""We prefer to add a unit of risk to stocks rather than credit, since we believe that a further rally in yields — especially in high yield (HY) bonds — is constrained by low riskless rates. Nevertheless, in a modest recovery credit offers reasonable carry, so we stay neutral on the asset class. Finally, we maintain a small OW to USD cash"".",20200331
"08796","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",3,"Additionally they noted ""As economic data rebound, we expect the rally in stocks to continue and for bond yields to increase. We upgrade equities to a small overweight (OW) and downgrade duration to an underweight (UW). We maintain our neutral view on credit and keep a small OW on USD denominated cash"".",20200331
"08796","08796","JP MORGAN","JP Morgan","Mutual Fund","Franklin Income",4,"Most of our business at the firm is brokerage, that is our greatest opportunity to grow sales at the firm in the near-term, and the fund has been our top seller.  With plenty of green-space left to convert, this remains a top sales growth opportunity.",20200331
"08992","08992","LPL","LPL","Home Office Models","Model Wealth Portfolios",1,"We are seeing sales momentum in both the Tax-Aware and Income Portfolio Models and money in motion towards the Managed Wealth Portfolio (MWP) program in general.",20200331
"08992","08992","LPL","LPL","Home Office Models","Model Wealth Portfolios",2,"With an estimated 66-83% model exposure to Franklin Templeton mutual funds, and campaign fund inclusion within the models, this is an excellent opportunity to increase sales share within MWP, and LPL more generally.",20200331
"08992","08992","LPL","LPL","Home Office Models","Model Wealth Portfolios",3,"Sales professionals may choose to highlight that MWP offers an easy transition for advisors moving away from brokerage. The exposure to Franklin Templeton within both models increased as a result of the January rebalance.",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin DynaTech",1,"We are seeing both high levels of fund-specific greenspace as well as sales momentum toward the DynaTech Fund. The fund is available on SAM I, SAM II, & SWM platforms (open architecture),  and is also included on the Top Filtered Funds List and the Research Covered List.",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin DynaTech",2,"The fund is also included in the MWP Tax-Aware Portfolio Model.",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin DynaTech",3,"Based on the LPL Weekly Market Update dated March 23, 2020 the firm noted that, ""In the United States, containment efforts have become increasingly aggressive, which has added to the near-term downside for economic growth and may likely topple the US economy into a swift but possibly deep recession. Potentially as much as 10% of the US economy has been significantly impacted by the outbreak, including companies tied to travel, leisure, and entertainment, and brick-and-mortar retail, restaurants, and commodities-related industries"".   Additionally they mentioned ""We continue to expect consumers and businesses may drive an economic recovery after the virus is contained. Timing is uncertain, but positive steps are being taken. The irony is the more severe the economic hit, the quicker the economy can begin to heal"".",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin DynaTech",4,"Sales professionals may choose to highlight that our funds are transaction free in SAM/SWM.",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin Income",1,"We are seeing high levels of fund-specific greenspace and in addition to inclusion in both the SAM I, SAM II, SWM platforms (open architecture) and the Research Covered List.  The fund is also included in both the MWP Tax-Aware and Income Portfolio Models.",20200331
"08992","08992","LPL","LPL","Mutual Fund","Franklin Income",2,"Based on the LPL Weekly Market Update dated March 23, 2020 the firm noted that, ""The flight to safety globally has pushed yields well below what we would deem as fair value. The federal funds rate is effectively at zero, suggesting a recession has already been priced in. Inflation expectations have fallen, and rates in bond markets around the world are at zero or below"".  Additionally the noted that ""Our revised year-end 2020 forecast for the 10-year US Treasury yield is a range of 1.25–1.75%, down from 1.75–2% previously. The wider range reflects the level of uncertainty. As we look beyond the outbreak to a potential economic rebound in the second half of this year, we would anticipate a move higher in yields from current levels on top of the rise that’s occurred over the past two weeks"".  
Sales professionals may choose to highlight that our funds are transaction free in SAM/SWM.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","Asset Class Capability","DynaTech SMA & Municipal Bond SMAs",1,"DynaTech, Intermediate Municipal Bond and Multi-Strategy Municipal (High Yield) SMAs are all available on the Research Covered List, Custom and Managed Strategy.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","Asset Class Capability","DynaTech SMA & Municipal Bond SMAs",2,"According to the ML CIO Viewpoint dated March 16, 2020 ""We prefer equities over fixed income as valuations in bonds are extreme levels. With Treasury yields at historically low levels, oil prices correcting aggressively, and investor sentiment in equities at levels close to crisis levels, we would let the capital markets stabilize in the near term. Long-term investors should consider rebalancing portfolios in the coming weeks as more data is released regarding this virus and the economy"".",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","ETFs","FLQL, FLCO, FTSD & FLCB",1,"Franklin Templeton has 4 ETFs included within the Merrill Lynch Models (IMM); FLQL, FLCO, FTSD & FLCB.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","ETFs","FLQL, FLCO, FTSD & FLCB",2,"We are seeing high-levels of sales volume to ETFs (generally) at Merrill Lynch.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","ETFs","FLQL, FLCO, FTSD & FLCB",3,"FLQL is included on the CIO Research Covered List and within the Merrill One Program (including Defined, Personalized, and Custom Managed Strategy platforms).  FLQL, FLCO and FTSD are all available for sale on the Watch List.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","ETFs","FLQL, FLCO, FTSD & FLCB",4,"According to the ML CIO Viewpoint dated March 16, 2020 ""We believe we are in a two stage bottoming process in the equity markets. One that includes the height of fear regarding the financial markets due to liquidity concerns, which is the current environment. And then a second bottom based on economic concerns once more data is available regarding the length and magnitude of the containment procedures. Coming out of this, we expect a U-shaped type of economic recovery (negative growth in Q2 followed by small increments of growth in the subsequent quarters) with the equity markets exhibiting a square root-shaped path with a W-based—sawtooth—bottom"".",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",1,"Franklin Templeton has 5 models available as taxable and tax-aware options.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",2,"Sales professionals may choose to highlight that the FTMAS models offer an easy transition for advisors moving away from brokerage. The model portfolios are comprised of funds and ETFs managed by Franklin Templeton and third-party investment managers.",20200331
"09595","0671","MERRILL LYNCH","Merrill Lynch","Mutual Fund","FTMAS ML Models (IMM)",3,"A significate portion of business is being done in the CIO models.",20200331
