FIRM_NAME,MODEL_NAME,MODEL_CATEGORY_RANK,SUB_MODEL_NAME,ALLOCATION_CATEGORY,STRATEGY_NAME,PRODUCT_TYPE,TICKER,ALLOCATION_PCT,MODEL_LAUNCH_DATE,AS_OF_DATE,UPDATE_FREQUENCY,FTMAS_FIRM_MANAGED,LOAD_DATE_TIME,PARENT_DEALER_CODE,PLATFORM_TYPE,PLATFORM_DEF
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,1,Conservative Growth, ,Franklin Total Return Fund,Mutual Fund,FKBAX,0.18, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Income Models,1,Tax-Advantaged Income, ,Franklin Federal Intermediate-Term Tax-Free Income Fund,Mutual Fund,FKQTX,0.17, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Templeton Global Bond Fund,Mutual Fund,TPINX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,2,Growth & Income, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.15, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.2, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Templeton Global Bond Fund,Mutual Fund,TPINX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Income Models,2,INCOME, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.21, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin Federal Limited-Term Tax-Free Income Fund,Mutual Fund,FFLQX,0.28, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin Rising Dividends Fund,Mutual Fund,FRDPX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
CITIZENS,Franklin Moderate Growth Model Portfolio,4,Moderate Growth,U.S. Fixed Income,Franklin Total Return Fund,Mutual Fund,FBDAX,0.11, ,2.02E+16,Monthly,FTMAS,2.02E+16,7201, , 
DORSEY WRIGHT,DORSEY WRIGHT’S FRANKLIN LIBERTYSHARES INTERNATIONAL MODEL,1,Nasdaq Dorsey Wright ETF Model,Equity,Franklin FTSE China ETF,ETF,FLCH,0.2, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16, , , 
DORSEY WRIGHT,DORSEY WRIGHT’S FRANKLIN LIBERTYSHARES INTERNATIONAL MODEL,1,Nasdaq Dorsey Wright ETF Model,Equity,Franklin FTSE Russia ETF,ETF,FLRU,0.2, ,2.02E+16,Ad Hoc,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,1,Capital Preservation,Intermediate Bond,Vanguard Total Bond Market Index Adm,Mutual Fund,VBTLX,0.42, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,1,Capital Preservation,Cash,Cash,Cash,,0.02, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,2,Conservative,International developed Markets,Franklin Intl Growth Adv,Mutual Fund,FNGZX,0.05, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin LibertyQ US Equity ETF,ETF,FLQL,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.1, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Templeton Developing Markets Adv,Mutual Fund,TEDMX,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin U.S. Government Securities Fund,Mutual Fund,FKFSX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Templeton Global Bond Fund,Mutual Fund,TPINX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin Liberty Short Duration U.S. Government ETF,ETF,FTSD,0.14, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin Total Return Fund,Mutual Fund,FKBAX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,4,Equity Growth, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,1,Tax-Advantaged Growth & Income, ,Franklin Federal Tax-Free Income Fund,Mutual Fund,FAFTX,0.29, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,1,Tax-Advantaged Growth & Income, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,1,Conservative Growth, ,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Income Models,1,Tax-Advantaged Income, ,Franklin Federal Tax-Free Income Fund,Mutual Fund,FAFTX,0.42, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Franklin High Income Fund,Mutual Fund,FVHIX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,2,Growth & Income, ,Franklin International Growth Fund,Mutual Fund,FNGZX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin Growth Fund,Mutual Fund,FCGAX,0.16, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Templeton Global Bond Fund,Mutual Fund,TGBAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Income Models,2,Income, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.21, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin International Growth Fund,Mutual Fund,FNGZX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin Low Duration Total Return Fund,Mutual Fund,FLDZX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin Rising Dividends Fund,Mutual Fund,FRDAX,0.11, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin International Growth Fund,Mutual Fund,FNGZX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin Low Duration Total Return Fund,Mutual Fund,FLDZX,0.17, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Stability,3,Stability, ,Templeton Foreign Fund,Mutual Fund,TFFAX,0.01, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -ADVISOR CLASS FUNDS &ETFS,Growth Models,4,Equity Growth, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,1,Franklin Templeton A Shares Conservative Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.25, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,1,Tax-Advantaged Growth & Income Model, ,FRANKLIN FED INT-TRM T/F-A,Mutual Fund,FKQTX,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,1,Franklin Templeton A Shares Tax-Advantaged Income Model, ,FRANKLIN FEDERAL T/F INC-A,Mutual Fund,FFQAX,0.42, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,6,Growth,Intermediate Bond,Vanguard Total Bond Market Index Adm,Mutual Fund,VBTLX,0.1, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,7,Aggressive,Large Cap Growth,Franklin Growth Adv,Mutual Fund,FCGAX,0.26, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,7,Aggressive,International emerging Markets,Templeton Developing Markets Adv,Mutual Fund,TDADX,0.06, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Conservative Growth Model,1,Conservative Growth, ,Franklin FTSE Europe ETF,ETF,FLEE,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,1,Franklin Templeton A Shares  Rising Rates Defense Model, ,FRANKLIN HIGH INCOME-A,Mutual Fund,FHQRX,0.02, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,2,Franklin Templeton A Shares Moderate Model, ,TEMPLETON FOREIGN FUND-A,Mutual Fund,TEMFX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,2,Franklin Templeton A Shares Growth & Income Model, ,FRANKLIN INCOME FUND-A,Mutual Fund,FKIQX,0.25, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Income,2,Franklin Templeton A Shares Income Model, ,FRANKLIN FLT RTE DLY ACC-A,Mutual Fund,FAFRX,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,2,Franklin Templeton A Shares Tax-Advantaged Stability Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,2,Franklin Templeton A Shares Tax-Advantaged Stability Model, ,FRANKLIN US GOVERNMENT-A,Mutual Fund,FKFSX,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,3,Franklin Templeton A Shares Growth Model, ,FRANKLIN DYNATECH FUND-A,Mutual Fund,FKDNX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,3,Franklin Templeton A Shares Growth Model, ,TEMPLETON DEVELOP MRKTS-A,Mutual Fund,TEDMX,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,3,Franklin Templeton A Shares Growth & Enhanced Income Model, ,FRANKLIN RISING DIVIDEND-A,Mutual Fund,FRDPX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth and Income,3,Franklin Templeton A Shares Growth & Enhanced Income Model, ,FRANKLIN FLT RTE DLY ACC-A,Mutual Fund,FAFRX,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Stability,3,Franklin Templeton A Shares Stability Model, ,FRANKLIN EQUITY INCOME-A,Mutual Fund,FISEX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,4,Franklin Templeton A Shares Equity Growth Model, ,FRANKLIN GROWTH FUND-A,Mutual Fund,FKGRX,0.29, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS CLASS A FUNDS,Growth,4,Franklin Templeton A Shares Equity Growth Model, ,TEMPLETON FOREIGN FUND-A,Mutual Fund,TEMFX,0.11, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,EQUITY,iShares Core S&P 500 ETF,ETF,IVV,0.09, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,2,Conservative,Short Bond,Vanguard Short-Term Bond Index Adm,Mutual Fund,VBISX,0.06, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,3,Conservative Growth,International developed Markets,Templeton Foreign Adv,Mutual Fund,TFFAX,0.07, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,3,Conservative Growth,High Yield,Franklin High Income Adv,Mutual Fund,FVHIX,0.03, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,4,Moderate,Large Cap Value,Fidelity Large Cap Value Index Prm,Mutual Fund,FLCHX,0.17, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,4,Moderate,International developed Markets,Franklin Intl Growth Adv,Mutual Fund,FNGZX,0.07, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,4,Moderate,Short Bond,Vanguard Short-Term Bond Index Adm,Mutual Fund,VBISX,0.03, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,5,Moderate Growth,International developed Markets,Templeton Foreign Adv,Mutual Fund,TFFAX,0.1, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,5,Moderate Growth,Commodities,Credit Suisse Commodity Return Strat I,Mutual Fund,CRSOX,0.03, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,5,Moderate Growth,Short Bond,Vanguard Short-Term Bond Index,Mutual Fund,VBISX,0.02, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,6,Growth,Small Cap Core,Fidelity Small Cap Index Premium,Mutual Fund,FSSVX,0.08, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,6,Growth,Commodities,Credit Suisse Commodity Return Strat I,Mutual Fund,CRSOX,0.04, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,7,Aggressive,Large Cap Value,Fidelity Large Cap Value Index Prm,Mutual Fund,FLCHX,0.28, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
ENVESTNET,Franklin Templeton PMC ActivePassive Portfolios,7,Aggressive,Small Cap Core,Fidelity Small Cap Index Premium,Mutual Fund,FSSVX,0.09, ,2.02E+16,Quarterly,Firm Managed,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Conservative Growth Model,1,Conservative Growth, ,Franklin FTSE Japan ETF,ETF,FLJP,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
JANNEY MONTGOMERY SCOTT,Franklin Templeton Model Portfolio Allocation Strategies,1,Conservative,FIXED INCOME,Templeton Global Bond Fund Advisor Class,Mutual Fund,TGBAX,0.04, ,2.02E+16,Monthly,FTMAS,2.02E+16,0374 All, , 
FTMAS ETF ONLY MODELS,Franklin Templeton Conservative Growth Model,1,Conservative Growth, ,Franklin Liberty Investment Grade Corporate ETF,ETF,FLCO,0.14, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin LibertyQ US Low Volatility ETF,ETF,FLLV,0.08, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin FTSE Europe ETF,ETF,FLEE,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin LibertyQ Emerging Markets ETF,ETF,FLQE,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Moderate Growth Model,2,Moderate Growth, ,Franklin Liberty Short Duration US Govt ETF,ETF,FTSD,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Growth Model,3,Growth, ,Franklin LibertyQ US Small Cap Equity ETF,ETF,FLQS,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Growth Model,3,Growth, ,Franklin LibertyQ International Equity Hedged ETF,ETF,FLQH,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Growth Model,3,Growth, ,Franklin Liberty High Yield Corporate ETF,ETF,FLHY,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS ETF ONLY MODELS,Franklin Templeton Equity Growth Model,4,Equity Growth, ,Franklin LibertyQ US Mid Cap Equity ETF,ETF,FLQM,0.18, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,1,Tax-Advantaged Growth & Income, ,Franklin Federal Intermediate-Term Tax-Free Income Fund,Mutual Fund,FKQTX,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,1,Tax-Advantaged Growth & Income, ,Franklin Liberty U.S. Core Bond ETF,ETF,FLCB,0.09, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,1,Tax-Advantaged Growth & Income, ,Franklin U.S. Government Securities Fund,Mutual Fund,FKFSX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,1,Conservative Growth, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,1,Conservative Growth, ,Franklin Rising Dividends Fund,Mutual Fund,FRDPX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Income Models,1,Tax-Advantaged Income, ,Franklin High Yield Tax-Free Income Fund,Mutual Fund,FHYQX,0.1, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Franklin High Income Fund,Mutual Fund,FHQRX,0.04, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,1,Rising Rate Defense, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,2,Growth & Income, ,Franklin LibertyQ Global Dividend ETF,ETF,FLQE,0.12, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,2,Moderate Growth, ,Franklin U.S. Government Securities Fund,Mutual Fund,FKFSX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Income Models,2,INCOME, ,Franklin Income Fund,Mutual Fund,FKIQX,0.3, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Income Models,2,INCOME, ,Templeton Global Bond Fund,Mutual Fund,TPINX,0.05, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,2,Tax Advantaged Stability, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin Floating Rate Daily Access Fund,Mutual Fund,FAFRX,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0.07, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth & Income Models,3,Growth and Enhanced Income, ,Franklin U.S. Government Securities Fund,Mutual Fund,FKFSX,0.15, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin Liberty Investment Grade Corp. ETF,ETF,FLCO,0, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin LibertyQ U.S. Equity ETF,ETF,FLQL,0.25, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Growth Models,3,Growth, ,Franklin Total Return Fund,Mutual Fund,FKBAX,0.06, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
FTMAS OUTCOME BASED MODELS -A CLASS FUNDS &ETFS,Stability,3,Stability, ,Franklin International Growth Fund,Mutual Fund,FNGAX,0.03, ,2.02E+16,Quarterly,FTMAS,2.02E+16, , , 
